Soil_Moisture(%),Temperature(°C),Humidity(%),Rainfall(mm),Crop_Type,Water_Needed(L/m²)
14.883605700319194,18.639056193215588,28.81122005803563,65.33120504981807,Maize,40.26
44.211651325607846,16.01736930867571,89.05320844119287,54.493058238409425,Rice,30.3
32.007624686980066,15.824601511365064,52.667175372152435,54.01845676137902,Maize,31.69
16.10191174223894,26.621759264980675,35.30429514439964,37.72922519674475,Rice,70.95
34.758845505563514,17.07510493696487,86.029657820403,65.46398002805111,Maize,12.33
11.71942605576092,27.804197104190045,52.802931710121484,82.12845062966161,Maize,38.55
55.4660201039391,23.187512587722512,44.31428686473643,91.72526575797471,Soybean,10.57
22.938999080000848,23.39072481185289,34.966707267256965,32.97385061614532,Soybean,35.12
43.1261142176991,30.890224913629247,38.751281578106145,109.17650933478089,Rice,47.44
25.58555380447055,19.077450153790505,88.54536571590535,4.054360684421843,Maize,31.19
36.00340105889054,34.163834258493274,41.2781407933342,112.56603499490375,Rice,48.14
37.33551396716398,29.550772994465866,88.44641466317235,42.445140119811455,Wheat,8.27
19.242722776276352,37.873615721187775,43.1150490628461,55.5001293537891,Wheat,35.15
58.47923138822793,24.121016344188085,36.19929259119934,87.10669954158878,Wheat,0.0
48.75664116805573,39.56787480167814,32.83549280312931,91.56770905661108,Soybean,22.77
56.97494707820945,29.39569116785058,48.82981536917979,63.17319862041314,Soybean,18.9
54.74136752138244,39.33504890468835,36.576451397451905,140.68484210749523,Soybean,11.32
39.89499894055426,15.676516351177883,68.78565746789371,128.7488135314777,Soybean,0.0
56.093711751155844,33.1994080603097,36.78402147547849,33.75548381876784,Rice,54.31
14.424625102595975,35.41553810731841,78.47777914985085,88.33652909509627,Rice,57.75
19.79914312095726,16.329332166912188,78.38078809417169,108.14775111098055,Maize,15.31
12.261364445526903,29.474241600406145,39.986846183364634,32.541537371492375,Maize,56.8
26.266516538163216,35.048557339736206,72.74780913407808,2.767563726706057,Maize,48.8
29.4338644844741,29.02596813057682,80.02821131856173,146.3406810698228,Rice,35.11
23.567451588694794,16.595339760136667,61.309299075600265,143.752262272311,Maize,5.49
51.436875457596464,32.33618102245779,45.64326876048384,48.05215377996979,Soybean,30.51
27.837666334679465,16.514922866832716,50.86770306988754,35.867224124309054,Maize,30.34
24.046725484369038,35.436722375410966,75.03602055243474,23.192203174647965,Maize,39.86
37.13480415791243,16.07585458266736,40.53222247977699,103.07186256210963,Rice,33.66
17.046211248738132,18.43493452525927,43.41236340633358,113.29375076418897,Maize,24.96
50.109849037701984,21.87768976308171,31.25490353804955,63.06034657498355,Wheat,12.04
13.72753218398854,30.83411980652,47.933668210910184,36.421411977295286,Soybean,49.71
59.34434683002586,39.40897749078265,26.056059257464014,67.30856741220141,Rice,48.41
48.61223846483287,17.94557131549836,42.472410869237805,77.45390281582699,Wheat,3.43
19.93578407670862,18.56769173034796,46.143556666349994,81.51058088890377,Maize,27.43
10.27610585618012,24.22175991752451,37.88353926968925,66.50511810615421,Soybean,35.89
50.77307142274171,35.905478443883005,27.09506833944917,0.560062260661448,Wheat,32.34
45.34286719238086,26.680773818770355,56.51670697930886,70.76666762431663,Maize,22.68
46.45035840204937,23.040265006395543,80.55568188288296,52.09078338192574,Soybean,8.84
48.56351733429729,29.03009580522153,43.495132206032935,83.4842996317465,Soybean,15.09
13.702232586704518,21.51307993614375,36.57610999940971,10.406787771722549,Wheat,36.41
27.92328642721363,25.028997681188024,39.95267523833524,131.87838910826702,Wheat,9.44
15.793452976256486,23.315128730801046,80.33210269129657,131.31615226622932,Soybean,11.76
53.155171293779674,35.10352556036615,56.94653127254583,84.61731491926508,Wheat,4.95
41.1649063413779,38.10639316095002,29.155324588954233,110.56795065885157,Soybean,27.19
26.54490124263246,33.98930480392279,69.64551543388237,65.68556109218416,Wheat,16.67
13.177917514301182,25.977089400749588,30.805825326341463,88.54497664382596,Soybean,37.82
25.549116085783112,27.608374437416593,24.217108205956563,92.6511271306959,Rice,60.85
26.259166101337353,18.126842348235893,37.89794135485421,53.08328761369987,Rice,52.7
46.480308916903205,33.67161777836344,31.76631256617361,144.13082599471983,Maize,17.96
41.87787356776066,29.911891984876103,62.349823206226766,90.39055443242992,Maize,22.41
54.36063712881633,37.56099990343591,53.91964851380293,148.57972743288147,Soybean,13.31
33.610746258097464,20.01527858937883,70.68451853450071,64.85561522070495,Soybean,17.58
15.979712296915086,33.99315304831531,55.80997351821721,4.848115138126752,Maize,55.05
45.66223936114975,32.11679154297974,49.330415464657136,45.36554745592215,Wheat,15.15
48.03925243084487,21.646138345243806,56.835308330642015,97.61815983085829,Rice,35.24
38.063859878474815,31.68446598852063,50.41402791614445,136.5515246778896,Rice,35.76
48.54835899772805,38.10933451441624,22.596082573982766,92.27463662982188,Maize,34.05
34.689779818219534,37.96089969167797,67.6489379097368,70.7645498091683,Soybean,26.11
36.1366414690997,32.99066436290353,87.34912283501188,12.111455849480418,Maize,33.63
31.37705091792748,16.201827813351503,49.542348992523245,21.71345873656233,Rice,51.09
11.27095633720476,36.80660843300404,49.66130886376327,8.020406947803272,Maize,63.99
15.394571349665222,31.4444651751135,23.20382150460726,106.67735931714063,Maize,44.83
11.571459284336713,22.760856329568362,82.32653592807239,124.66370989047948,Maize,17.1
41.82052056318902,19.68125904264248,85.03849712240509,24.66584271274928,Maize,19.2
25.717799053816336,17.905096574932927,76.91973826099002,48.78485177302596,Rice,43.32
35.42853455823514,16.255922481444024,27.44418300792997,71.86614853169552,Rice,48.92
55.37832369630465,33.85258119876891,83.01565768077575,21.417980853266776,Soybean,16.98
22.464611457443745,20.896074973581882,21.67689643765286,62.42869508161152,Rice,58.76
30.519146151781488,15.606323401081376,51.12020262654161,145.0248162228156,Soybean,3.14
47.77755692715243,24.93176629604973,55.04365578709762,107.87222667655145,Wheat,0.0
21.43990827458112,27.065177014808473,78.38014707184372,25.03976859745851,Rice,61.81
13.848995491439648,19.230755772503173,72.56014494177796,14.822185137099913,Maize,39.85
24.487572645688402,16.101208404063744,75.79678275499201,66.77263296502937,Soybean,17.87
18.061064362700222,19.72813707745172,80.75306646901623,148.1926691205852,Rice,30.86
56.484882617128655,31.977569045914358,53.3249644344908,118.99238586505282,Maize,12.81
50.40601897822085,17.05609193128016,74.617664746202,43.9685118192169,Soybean,9.43
41.67018782552117,28.875925763924847,24.762316608380726,3.942106272524976,Soybean,42.48
53.57302950938588,18.66029969770417,51.118249592537715,61.69333809339137,Rice,33.91
50.18360384495573,19.892229339510486,22.109287240874878,24.080596310543058,Soybean,27.02
19.328502944301793,24.826947081667466,84.07205457230158,27.042129186577867,Rice,54.02
54.627949924498886,17.520633401343282,87.08896473670445,24.344723976055764,Maize,12.25
36.96711209578254,19.33008756955532,25.875734220171395,107.9411489288156,Wheat,7.15
50.372007758203125,23.723810286283854,57.28386510854324,5.3762118314024665,Wheat,15.52
54.80456499617466,23.24172513745917,42.75977244358084,84.70993005181563,Wheat,0.0
25.900173748593193,33.73178714189329,43.97739992640146,112.87813256904744,Wheat,24.19
15.502596226383838,16.86955762816061,51.549004296283925,23.461369142548765,Rice,66.21
21.396758127097083,36.51126839165859,28.75461756781855,133.93965174926285,Rice,56.43
31.355389431312815,35.40580426848637,32.65391391487388,11.720164486043078,Maize,55.33
50.90073829612466,34.14979099229846,60.415806208956134,102.40590102791562,Rice,42.33
53.036529162817175,22.734309061578312,21.31291366062418,25.794669145463423,Rice,57.72
10.347606526559535,35.572044638519685,61.98607154099405,120.90476843994274,Soybean,27.74
35.537365128878285,19.57005200723202,42.32420314506685,85.70967041193033,Wheat,10.13
30.87055015743895,18.110230146375706,78.2544490362801,88.38087628639734,Rice,29.46
21.105390523536514,16.123908337237182,62.00045554100787,51.903377631837415,Rice,50.07
15.993268366684141,38.4827590751394,69.56638404985203,42.48940989410357,Wheat,32.95
26.8807585701814,22.700272442631842,28.009762686656174,69.4981604348102,Rice,52.05
57.14548519562596,37.94044700444765,38.6103655277182,113.65706584743201,Soybean,19.25
26.160146601037763,21.815339037983243,89.76687262804256,25.232971134632777,Rice,49.04
35.939531087168305,37.68914898340874,50.35565728364566,122.44042040659201,Wheat,10.34
45.15094794475889,37.59822632115221,45.12056437269467,71.97568480827083,Maize,32.51
28.1814801189647,38.091901125267825,81.16987512840919,67.83209499353686,Maize,34.69
58.589104136048036,27.403835982104845,22.31522262041944,2.489747252461844,Rice,58.43
58.122364747105564,36.648657169972296,57.43413531732837,18.629288320619185,Soybean,26.25
22.58911479126821,38.769147404183,34.7180049650147,64.79590028980147,Soybean,42.74
34.86242529461927,23.115423547429486,45.770695401763426,147.19476669282727,Rice,35.44
25.043915490838483,25.471860142063875,33.98439503092296,37.52245526684462,Wheat,32.02
24.24202471887338,32.9810046833936,22.647593168409543,1.5383187130538822,Soybean,52.94
11.84434736772664,22.508995543082523,49.15584937779897,65.37675173791351,Rice,59.97
40.47821669899484,33.845232722816476,75.24421148365627,2.3930982106350642,Maize,38.77
35.13395116144308,16.84730363033835,86.63681028388237,50.433227736242046,Soybean,14.2
12.573937562499466,28.087459607213553,63.66970822270086,53.10835354364906,Soybean,34.93
23.93232321183057,18.05783710209363,47.218596464690506,0.3529673797248667,Rice,62.36
55.41329429833269,22.33308691091691,73.88986914831116,116.93519355391749,Wheat,0.0
21.97809453334862,21.4656348121618,55.36567884004546,136.9277349828916,Soybean,10.95
17.244743604561155,35.97330183906665,45.73341959234631,149.81406810089558,Maize,32.37
34.472638013878154,19.83793138515494,32.536278478708226,76.31723938724105,Soybean,24.82
59.282522705530035,35.21119800397797,75.72909890359401,45.99286714397342,Maize,15.39
22.10276357557502,34.84900864769805,55.02980533619117,107.62121044417697,Rice,52.05
43.606777370293926,27.472076388930745,87.46626189177441,110.46942736460699,Wheat,0.0
48.08098076643588,20.84608138990324,76.1336720244104,56.87824876713686,Rice,35.96
21.881877199619986,20.67240849890557,49.401128339959385,84.83779293419029,Wheat,12.74
46.41081743059298,26.623116177896193,71.859502860722,123.26558129528665,Maize,4.26
28.38915663596266,15.220225184837908,51.737404499644974,28.37616915695847,Maize,30.2
41.61529152967897,28.283768865284152,25.590600988998524,3.070935890954063,Rice,68.77
41.67648553804473,38.81948814417639,56.167673609075315,80.9544765209173,Maize,30.88
36.788734203737924,18.867672046564913,80.60100336739046,99.658834662346,Maize,6.12
14.514488502720415,29.333640536890087,79.88089229619115,86.24594986221757,Rice,50.9
51.7651247794619,39.04446721611142,60.24768395479823,89.43664456242675,Wheat,8.6
26.03900324858679,36.51305348729001,46.6016475490395,58.9639298619273,Maize,42.52
19.325925519992712,36.25950290953351,20.707042161726026,97.7242091295724,Wheat,30.72
12.038757077738197,35.54624825990473,41.79868452576589,6.421674568431429,Soybean,62.74
39.544647159412094,22.72559015140464,89.2866004115414,22.677696334085738,Maize,15.86
43.87821809211412,37.2654207816703,70.8543723305096,66.72125325581635,Soybean,17.46
10.829391446392808,38.53350878082928,70.23119946775441,141.44821417095588,Soybean,24.07
35.60465291496405,27.394810582475984,73.27583732322327,96.6737928379306,Maize,20.51
21.324788759896897,23.864276181486467,63.407936833936105,53.291776168728475,Maize,31.26
42.25863952047249,25.355725390146404,61.01010600225056,68.6938831705631,Rice,43.81
18.718321450249572,23.35516104578164,51.753347875369016,126.84516370886205,Maize,18.3
44.546886905123294,20.3104610506135,51.07537955687809,81.37045065243463,Wheat,2.08
29.33676731502687,30.461211756322236,80.9593918806039,7.180028441062913,Soybean,34.33
56.836499436836725,29.064922156133072,47.54193831877463,62.529866676997656,Maize,25.24
16.876047207299663,26.56462677598189,78.82042488474052,58.20447329625622,Soybean,29.17
27.053317552512926,17.396134667120794,78.6414097937456,134.9834674829242,Rice,19.91
15.673676062029454,34.92232411764999,73.96287395390577,45.81178269232329,Maize,42.79
56.23468091392814,19.37333906876973,22.634967990441233,9.703980569766003,Wheat,17.06
53.86696766904905,17.864051084901202,30.358057108253384,53.223189401225206,Rice,43.0
22.89708138575778,30.576784887073686,42.02935995305605,6.584640869647618,Soybean,47.58
42.999202301708955,24.96610903094308,79.32733395816372,124.84369915061222,Rice,26.79
50.86111001006079,16.49521188380824,81.12815669493162,88.5310346125556,Rice,21.48
37.760040579973115,23.889208874026455,22.90901060488445,70.4064309865494,Wheat,20.12
36.48252891780032,34.294508807124075,42.73071871900191,53.97675596043829,Wheat,24.83
22.092614545022585,30.38123013042744,79.52689432466494,62.64851314937999,Maize,24.68
14.655138390294962,24.06965057467492,37.47852743246668,118.176153601628,Wheat,17.26
54.860787897666334,19.795119790864703,88.32023146179922,27.002212497061485,Maize,11.91
55.02090285816652,30.79489052011933,54.25126366032192,10.715814406743512,Soybean,29.59
41.65507286366339,37.18888252365888,85.6118882578887,84.25874706362994,Rice,41.56
26.951489552435035,31.156817950397844,50.017847605568406,128.83593212466818,Wheat,4.65
27.460478730633046,35.32259636625561,42.665924896134094,84.33551886847555,Maize,35.57
46.297783943511966,28.038195963859273,45.368712264619695,119.42325496020287,Rice,36.72
54.85551299762886,32.949277668525724,81.90104077714712,133.9138634547247,Soybean,0.0
54.354321213255865,37.40566934445881,43.14825704018328,11.533177565533375,Maize,40.31
48.99377729288119,34.32947445646638,66.85423550217973,88.37702471780774,Wheat,5.83
42.10158230771439,37.74634883495364,52.88898774872092,124.91356652342859,Maize,27.9
14.206998249752441,25.778490052901496,85.91698321087932,96.5309718170106,Maize,24.86
18.081435704730687,37.605506378176415,31.15544304497987,88.73079707882063,Rice,71.86
54.927709426353964,30.53918086204269,50.00597810712895,118.21135189262534,Soybean,6.95
40.321452982979494,36.75121915204234,28.724366833218536,106.08960149254293,Rice,55.09
10.459852580831482,15.984413260945885,60.46975393721324,75.24342145975962,Maize,33.34
15.073577143301605,31.446309547838403,48.20294339366542,6.605008580630495,Wheat,44.32
43.17508845540279,36.199376971947466,24.265606273909164,92.00056459159009,Rice,49.46
10.253079192310935,19.355050841079994,79.48866768367272,31.976283499724197,Wheat,18.95
18.04040257087493,31.544673336623077,46.286034800650725,38.112956059200734,Maize,51.63
37.436689468329305,35.62386785541578,54.55415186653247,101.93159257359477,Soybean,17.6
44.59475988463466,22.198734240815927,48.52593348385049,67.96424979198886,Maize,20.13
42.59806297513003,25.1311581976598,54.205687491497635,107.51698971943757,Maize,17.76
21.213465473027988,29.237942962480485,21.142763836767056,58.88381964169106,Wheat,32.02
45.6089610673768,27.97919222211405,77.08216705155824,130.50475055838427,Wheat,0.0
21.862454374840006,15.979734825928391,43.26156083623006,64.06024638055314,Soybean,31.08
26.269984907963387,17.466802452135337,70.71232350983004,74.07351064505228,Wheat,4.07
47.32457025590121,17.51166448260903,24.54207567667922,18.94051922462704,Soybean,26.6
42.48164495236073,21.556697637479374,56.66776767486639,75.5347588834236,Wheat,0.94
52.4611705247089,21.146602820061233,83.61543804495162,35.97004244632942,Soybean,12.55
42.88064461501717,33.55555959466999,47.877362485258125,114.4471234218635,Soybean,18.28
38.41543016677358,29.318609650403612,33.80813070588214,107.10668629797975,Rice,51.21
14.683738391404624,34.09940211613103,26.935680998056807,2.3764741658631183,Wheat,49.71
28.385790152971676,16.747401435271755,80.13615744416649,74.07181867034966,Wheat,1.45
23.260118384086272,27.130355936790018,36.71643591517322,6.809100209431013,Maize,49.78
22.199482168954177,23.094389481631737,88.25497780490558,85.39217450644975,Maize,21.77
58.65052773762228,36.24848276889366,37.34759483295355,135.2458390320127,Rice,32.2
29.65488623333802,32.694728922747586,53.66936970199598,130.0753311600644,Rice,48.95
54.602327758855665,36.73146177066991,52.059589225941686,36.572263536593844,Rice,49.63
41.556931299863145,16.1606780601515,24.340673355655518,21.017072282844158,Soybean,27.5
49.74056517708242,33.02058723916501,57.22875938722135,118.65967133721966,Maize,15.88
35.1318546552596,28.50020880398945,67.08486857819759,81.92741282271297,Maize,21.09
38.845194231317954,35.62500072538914,71.9494964303853,63.5743810889133,Wheat,12.19
34.625884690943195,27.679014773145525,56.58142294176504,121.57465041508134,Maize,21.42
19.762149389902227,28.505226947547726,76.88096155849468,37.87672604263344,Soybean,36.42
46.12260576307526,16.29418452355163,72.64682512907422,33.69125132533069,Soybean,12.56
24.03861812204279,31.71307162589917,33.578201846105465,91.78978361222701,Maize,38.35
11.215798321572692,21.828496890126253,48.112117732895484,40.88777922488512,Wheat,28.56
42.27361479535839,15.492348054470511,29.980729584609747,64.01852972717938,Rice,46.7
18.855533970352447,16.66092906265075,29.3396557639645,68.22218335992787,Maize,30.31
57.02292921764572,38.93214022415064,69.84891482362482,30.7535668335875,Rice,48.85
57.696428850129365,23.651932239496176,57.13213926643094,9.25271063600217,Rice,43.0
55.743219511022424,36.701890715528975,62.066486593467175,115.00170212485502,Soybean,9.49
28.50793501277222,38.9919308517314,71.25289982908123,117.53810919698304,Maize,25.02
10.772830826443371,38.58167972093307,39.406445251322275,89.75543655492139,Wheat,34.64
56.415928129386266,37.04313101748551,48.0953371056859,22.29143371166155,Rice,56.87
31.409207415865716,37.37109781153252,62.47621622885345,71.4319845885746,Rice,56.16
58.33274095218348,22.225201108523787,26.764028699285284,26.68490468287575,Soybean,23.13
58.18099885446264,18.786747256508956,78.31378568366799,132.1910185600253,Wheat,0.0
52.650472773368,30.98156405219809,44.04147369322132,104.59329331177798,Soybean,14.13
24.722444603479282,27.202639796720597,66.11270888243877,4.706486224323242,Wheat,28.99
29.254886430096263,17.468667967379275,89.68954312997711,0.24988638377597683,Maize,28.0
52.556833575842845,31.938532900560272,53.27537117641209,147.56413773508362,Maize,6.36
25.846100257813884,29.071500187119334,35.053391450236916,5.977035023271171,Rice,74.95
18.474637334304624,36.57668502026098,35.15033791472935,129.87895953759062,Wheat,23.03
37.840063122917506,30.229594892209967,24.22633513301863,143.37234414324428,Maize,29.98
56.80773870803905,29.348654493043842,73.69576106975221,46.21555609027898,Soybean,11.06
44.80148983374865,26.0187930833157,40.54019380644191,81.02048404414404,Rice,49.16
38.50305850446825,26.569676747221756,32.090803377525766,97.11122495213081,Rice,47.75
14.858824688538427,38.8595306744779,69.95872236708651,78.0640229099265,Maize,40.45
40.750361334958484,18.461150235005984,41.63956489898939,32.0256246282629,Maize,28.53
59.50269250521316,26.15547046455468,62.03282633650723,87.18518163624289,Rice,31.14
17.0042007618262,31.39568084817107,49.247834968473725,38.80062649819483,Maize,47.9
35.91648261818683,25.82526613975999,43.3906910775839,24.753348706007593,Wheat,26.1
53.86865359639777,22.080390676018943,54.26007168772718,75.82860903164331,Maize,11.81
47.03843088771022,22.183934269071372,41.965526756053805,55.7998238516613,Rice,46.4
44.8507870497634,20.841401156442892,80.9395443399762,4.11146020586029,Soybean,19.63
45.12420419935546,23.59758001457724,25.112821309758687,142.45166592139813,Soybean,9.09
27.97455756098776,36.79186938958917,22.11075374628332,5.933492457826084,Wheat,46.77
24.679592213224666,27.63061375807488,48.447511916846366,135.4433736680993,Maize,22.86
50.46805777392568,21.00596820194546,32.09905444922877,28.460446807929184,Rice,53.29
50.50566973395904,24.613167925663312,72.06085185160126,21.27934843571721,Rice,46.23
53.35361592900519,17.645760301964202,44.74037375062021,10.374593047114416,Wheat,14.18
55.66202762782356,37.60089349346845,38.300639851346574,63.85570982483256,Wheat,17.2
35.56711994304689,25.2049458022858,45.15670242419806,88.02937133584578,Maize,23.09
35.07581473435998,39.509780114826896,35.36387519170182,135.56018759815709,Maize,27.87
49.91475894833876,23.68846933156298,40.975673529989166,117.56227976505191,Wheat,0.98
42.49819653888826,35.90890118067803,59.758969975926355,23.943544992357623,Wheat,24.95
45.098343862885166,21.40963283228633,80.48227821708947,25.158880640846725,Wheat,4.6
49.789633471805054,16.903822334440054,45.96085512417464,1.2240550637640402,Maize,33.05
54.50026709087832,15.793334041845018,42.447024407089124,103.17322941089795,Soybean,0.99
26.89975784257679,30.15421066611959,74.72529150514346,2.621890043716346,Rice,59.66
28.7791476319972,22.789341791839735,21.56984684905693,20.782265881600175,Wheat,36.44
14.69909699204345,26.08799701189571,41.14534277882764,95.18232331960174,Wheat,26.07
38.9140070498087,35.46617589001988,51.65195729809636,22.54024111255239,Soybean,36.37
11.797113689837104,21.202702142370054,62.046317379437596,22.982510914903415,Maize,45.41
33.27990090662301,22.71631191837283,30.92430708450856,35.10047086232579,Soybean,38.08
37.13223173537883,36.133404626466685,50.299807863870384,57.78912183899049,Wheat,23.0
24.32706260641422,27.319056833587602,59.641032681733314,1.1799146471049515,Soybean,40.75
39.541663028450536,35.69162917631219,55.71753209315216,111.90936063528994,Maize,21.81
11.52501249695247,24.36190008665791,60.21857546325986,116.07356163490863,Wheat,12.97
11.86740943746072,24.959249520677712,66.36787872230653,55.011634459293795,Wheat,22.36
51.13002803298291,19.178459044456407,46.55608683920653,119.7185719165625,Maize,10.63
28.009532070563143,37.90864633987416,24.454501924319484,42.71574453228137,Soybean,52.42
16.35302563259424,37.41959235031524,23.88893976143774,147.8540182254484,Maize,38.63
36.11216300274022,39.60542536411934,80.11002529138759,59.65983601187791,Wheat,17.79
48.499677654930544,25.061178179242788,67.41934517799817,100.3224797893788,Wheat,0.0
20.79105137484216,35.46537354396605,73.49292777620776,48.36690016464503,Rice,64.9
41.14452379095002,25.373843291802963,85.01632339511416,67.62462730217621,Maize,15.67
14.2673732496884,26.35746972302432,72.53810823139465,96.76265297516478,Maize,28.9
12.584086058430385,35.74998483987061,68.46108878901939,52.128754443922595,Soybean,39.87
36.567731578407404,19.43416927215999,65.9030977234481,98.48884828180402,Maize,15.25
37.031756080505325,20.50777336154381,38.10013692730676,21.90221930580465,Maize,36.14
41.87149507491033,22.868206009895374,87.01058502232902,72.56288269573044,Maize,8.42
46.30456668613308,34.70447581250144,57.94310156461786,40.92886967612935,Soybean,34.05
58.79260397312673,24.316288734202068,35.545172623302506,138.00425907579984,Rice,24.84
35.81501741505977,23.95420520701904,34.68783477509621,123.70555344636995,Maize,17.65
26.1478236470623,39.97040863138105,77.0686138045828,73.11293436432318,Rice,55.99
49.759309738435185,24.595153577486986,37.51460210193959,68.062509599087,Soybean,20.13
23.541612563103712,21.194263407889675,22.899847851308927,125.09838054022109,Soybean,20.45
31.948571035281805,30.580341955023584,49.988859098425294,103.56751843402907,Soybean,22.69
13.922819067113299,35.04699879887502,77.21453183130146,102.49809036682483,Soybean,24.65
11.267537170772876,16.740195843078983,49.01077488302066,82.23817827666703,Wheat,13.7
58.132420733896254,30.472305778461873,76.24833043213539,129.35392863386494,Maize,2.43
51.79900602561029,15.893386397005619,77.90476830331902,28.424939240502816,Rice,33.99
44.798710304684896,28.15830877448795,80.03950139525853,129.2829175591061,Rice,26.85
30.447647220713495,21.42478909394523,61.222988853621445,78.11117155511924,Wheat,5.86
18.66471600354229,22.666042441829642,68.96295391206979,93.19912392999157,Rice,47.26
17.8218521335543,26.677399099559565,38.33013425856031,144.36320259102538,Maize,23.99
22.512144908229764,38.177686518639675,26.97885601114751,63.67549051681834,Wheat,37.28
37.46133323530603,32.766682664696916,57.29463669260592,100.2048085287653,Wheat,8.13
45.72979613500312,38.421139907112405,20.7407324818596,78.31950487004508,Wheat,22.05
43.009868835886564,31.49927511396694,52.60164956666567,139.74087357314326,Soybean,11.11
23.996694847297142,15.177693677196492,27.146553404870303,73.14683171102209,Wheat,19.9
57.743264033159704,21.63962993369194,27.589420986354515,38.419792623476894,Wheat,12.13
46.89484583478843,37.64431444300935,80.95483911198143,72.40995980463263,Soybean,16.04
37.717702625570034,31.08613802419362,64.83627346142248,137.5136212724905,Wheat,0.0
40.58603731171761,39.54118091425687,65.16640090536335,75.10718751855953,Rice,50.56
30.980003121389494,18.899100480457392,48.31336728424123,21.921179510594698,Maize,33.7
22.386549475057873,22.418695827662987,48.92780267562593,81.24113302735458,Rice,50.29
27.798633932563078,24.059191487925908,41.21753849665177,58.13989217800877,Soybean,28.85
47.892305523218454,23.163945454182766,50.4050973304456,97.466104157536,Soybean,11.87
10.719674431487793,21.299788253747018,61.09875429847999,36.20280284557281,Maize,34.6
15.803632025345813,26.086642893919446,33.06123403945357,48.343986725673226,Maize,47.92
12.300132101087637,31.05745308423428,38.31784128425456,77.4862742061321,Wheat,33.1
12.036440115948507,22.7814230721674,54.6327755324741,17.7422101364506,Maize,48.06
52.77302920055036,16.992498082856393,46.93462114178635,31.575819278930716,Maize,20.53
45.18289296900118,32.71331317232908,77.36405594430374,120.20119771105614,Rice,22.8
33.70869145436626,26.475413894531716,77.51809189537693,140.88292094058698,Maize,8.77
14.891708032550074,28.91205765225158,43.51944285816859,145.4302857151065,Soybean,25.98
34.58079375584162,26.385016429097877,51.555669600921156,140.589248661661,Maize,14.7
33.67358853902829,37.25893758637275,88.36112486400286,141.30289314796988,Wheat,0.0
18.66009349550076,28.968624929159503,77.92332583002448,123.16386277109359,Rice,41.09
